Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,label
44.0, Local-gov,13.0, Divorced, Prof-specialty, Own-child, White, Female,0.0,0.0,60.0, United-States,0
47.0, Self-emp-not-inc,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,1
31.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
41.0, Private,4.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,1590.0,40.0, United-States,0
53.0, Self-emp-not-inc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States,0
63.0, Private,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,3471.0,0.0,40.0, United-States,0
44.0, Private,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,1
37.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,46.0, United-States,1
28.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, Germany,1
71.0, ?,10.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,10.0, United-States,0
57.0, Private,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
22.0, Private,10.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,10.0, United-States,0
33.0, Local-gov,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,1848.0,45.0, United-States,1
30.0, Private,10.0, Divorced, Adm-clerical, Own-child, White, Female,0.0,0.0,55.0, United-States,0
20.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,0
28.0, Private,13.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,45.0, United-States,0
54.0, Private,7.0, Divorced, Priv-house-serv, Unmarried, Black, Female,0.0,0.0,10.0, United-States,0
20.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,35.0, United-States,0
34.0, Private,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
21.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,0
29.0, State-gov,10.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
51.0, Private,10.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
39.0, Private,9.0, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0.0,0.0,70.0, United-States,0
19.0, Private,10.0, Never-married, Adm-clerical, Other-relative, Black, Female,0.0,0.0,38.0, United-States,0
22.0, Local-gov,9.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40.0, United-States,0
59.0, State-gov,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,38.0, United-States,0
18.0, Private,7.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,13.0, United-States,0
22.0, Private,9.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,20.0, United-States,0
42.0, Local-gov,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
39.0, Private,12.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
31.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,1
28.0, Private,7.0, Separated, Craft-repair, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
22.0, Private,13.0, Never-married, Exec-managerial, Own-child, White, Female,0.0,0.0,7.0, United-States,0
67.0, Private,14.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
17.0, Private,7.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,25.0, United-States,0
47.0, Federal-gov,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,1
23.0, Private,13.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,5.0, United-States,0
20.0, Private,9.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,40.0, Peru,0
22.0, Private,9.0, Never-married, Sales, Unmarried, White, Female,0.0,0.0,40.0, Peru,0
47.0, State-gov,4.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,0
49.0, Private,10.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States,1
64.0, ?,10.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,20.0, United-States,0
35.0, State-gov,10.0, Divorced, Exec-managerial, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
52.0, Federal-gov,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
29.0, Private,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
73.0, Self-emp-inc,6.0, Widowed, Sales, Unmarried, White, Female,0.0,0.0,40.0, Canada,0
38.0, Self-emp-not-inc,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,1
59.0, Self-emp-not-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1902.0,52.0, United-States,1
35.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,4064.0,0.0,35.0, United-States,0
18.0, Private,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,15.0, United-States,0
24.0, Private,9.0, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0.0,0.0,40.0, United-States,0
33.0, Local-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,0
40.0, Private,10.0, Divorced, Exec-managerial, Other-relative, Black, Female,0.0,0.0,55.0, United-States,0
55.0, Private,9.0, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
44.0, Private,9.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
40.0, Private,13.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,60.0, United-States,0
22.0, Private,9.0, Divorced, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,0
55.0, Private,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,1
45.0, Private,9.0, Separated, Tech-support, Not-in-family, White, Female,0.0,0.0,26.0, United-States,0
47.0, Local-gov,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States,1
56.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
44.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40.0, United-States,0
32.0, State-gov,10.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,38.0, United-States,0
17.0, Private,6.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,20.0, United-States,0
44.0, Private,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States,0
32.0, Self-emp-not-inc,12.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,80.0, United-States,0
35.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,1
27.0, Private,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,0
32.0, Private,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,0
68.0, Private,7.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,70.0, United-States,0
20.0, Private,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,20.0, United-States,0
33.0, Private,10.0, Divorced, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
24.0, Private,5.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,12.0, United-States,0
48.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,0
45.0, Private,14.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,50.0, United-States,0
48.0, Private,10.0, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
28.0, Private,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,1
60.0, ?,10.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,35.0, United-States,1
39.0, Local-gov,14.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
23.0, Private,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,30.0, United-States,0
23.0, State-gov,8.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
36.0, Private,10.0, Separated, Adm-clerical, Other-relative, White, Female,0.0,0.0,40.0, United-States,0
25.0, Private,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,0
52.0, Private,9.0, Never-married, Other-service, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
35.0, Self-emp-not-inc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
41.0, Private,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
45.0, Private,13.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,42.0, United-States,1
37.0, Federal-gov,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, ?,1
58.0, Private,11.0, Widowed, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
67.0, Self-emp-not-inc,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,2.0, United-States,0
48.0, Private,9.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,8.0, United-States,0
63.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,48.0, United-States,0
24.0, Local-gov,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,72.0, United-States,1
43.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
36.0, Private,9.0, Divorced, Transport-moving, Own-child, White, Male,0.0,0.0,60.0, United-States,0
32.0, Private,9.0, Married-civ-spouse, Transport-moving, Own-child, White, Male,0.0,0.0,72.0, Mexico,0
36.0, Private,10.0, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,40.0, Laos,0
43.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,50.0, United-States,0
27.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
17.0, Private,7.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,12.0, United-States,0
45.0, Private,13.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,46.0, United-States,0
41.0, Self-emp-inc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
41.0, Self-emp-not-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,38.0, United-States,0
18.0, ?,9.0, Never-married, ?, Own-child, White, Female,0.0,0.0,35.0, United-States,0
48.0, Local-gov,12.0, Separated, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
51.0, ?,11.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,50.0, United-States,1
26.0, Private,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,24.0, United-States,0
54.0, Private,1.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,60.0, United-States,0
22.0, Private,10.0, Divorced, Sales, Own-child, White, Female,0.0,0.0,48.0, Iran,0
19.0, Private,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,35.0, United-States,0
47.0, Private,4.0, Divorced, Handlers-cleaners, Other-relative, Black, Male,0.0,0.0,40.0, United-States,0
32.0, Private,9.0, Married-spouse-absent, Other-service, Unmarried, White, Female,0.0,0.0,20.0, United-States,0
46.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,60.0, United-States,1
30.0, Private,13.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,40.0, United-States,1
35.0, Private,14.0, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,0
52.0, Private,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,5013.0,0.0,40.0, United-States,0
73.0, Self-emp-not-inc,8.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,18.0, United-States,0
17.0, Private,6.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,10.0, Canada,0
32.0, Private,13.0, Separated, Prof-specialty, Unmarried, White, Female,0.0,0.0,32.0, United-States,0
43.0, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
19.0, ?,9.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, Portugal,0
26.0, Private,9.0, Never-married, Machine-op-inspct, Unmarried, Other, Female,0.0,0.0,40.0, Columbia,0
41.0, Federal-gov,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
49.0, Private,12.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,60.0, United-States,1
52.0, State-gov,10.0, Separated, Protective-serv, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
35.0, Private,9.0, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,32.0, United-States,0
57.0, Private,7.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,52.0, United-States,0
35.0, Private,11.0, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,0.0,0.0,44.0, United-States,0
33.0, Private,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
56.0, Private,4.0, Divorced, Transport-moving, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
42.0, Private,13.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,60.0, United-States,0
17.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,20.0, United-States,0
49.0, Private,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
39.0, Private,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,1
34.0, Self-emp-not-inc,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,50.0, United-States,0
37.0, Self-emp-not-inc,10.0, Never-married, Prof-specialty, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
22.0, Private,8.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,35.0, United-States,0
27.0, Private,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Mexico,0
21.0, Private,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,25.0, United-States,0
59.0, ?,10.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States,0
44.0, Private,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,3103.0,0.0,40.0, United-States,1
53.0, Self-emp-not-inc,6.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,99.0, United-States,0
26.0, Private,7.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
48.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,1
39.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,70.0, United-States,0
34.0, Private,9.0, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0.0,0.0,32.0, United-States,0
54.0, State-gov,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,38.0, United-States,0
36.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,7298.0,0.0,50.0, United-States,1
60.0, Private,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013.0,0.0,40.0, United-States,0
50.0, Private,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,1
48.0, Local-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,0
35.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,2205.0,40.0, United-States,0
40.0, Self-emp-not-inc,12.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States,0
30.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,70.0, United-States,0
65.0, Self-emp-not-inc,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,6514.0,0.0,40.0, United-States,1
31.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States,0
46.0, Local-gov,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,0
67.0, ?,5.0, Divorced, ?, Not-in-family, White, Female,2050.0,0.0,40.0, United-States,0
62.0, Self-emp-inc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,0
38.0, Private,13.0, Never-married, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, Cuba,0
24.0, Private,13.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,30.0, United-States,0
24.0, Private,10.0, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,50.0, Philippines,0
27.0, Private,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,48.0, United-States,0
43.0, State-gov,12.0, Married-spouse-absent, Other-service, Unmarried, White, Female,0.0,0.0,30.0, United-States,0
48.0, Private,9.0, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,40.0, South,0
41.0, Private,9.0, Separated, Craft-repair, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
30.0, Private,10.0, Married-civ-spouse, Tech-support, Wife, Black, Female,0.0,0.0,45.0, United-States,0
38.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,1
45.0, Private,15.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,1
45.0, Private,13.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,40.0, United-States,0
55.0, Private,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,38.0, United-States,0
46.0, Self-emp-not-inc,4.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,75.0, Greece,0
24.0, Private,13.0, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,0
31.0, Local-gov,10.0, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0.0,0.0,25.0, United-States,0
35.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,35.0, United-States,0
37.0, Local-gov,10.0, Separated, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
29.0, Private,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,0
56.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
60.0, ?,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,1848.0,40.0, United-States,1
25.0, Private,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,1590.0,60.0, United-States,0
33.0, Private,6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
44.0, Private,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
21.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,0
21.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
46.0, Federal-gov,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, England,1
44.0, Self-emp-inc,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
63.0, Private,13.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
44.0, Private,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,30.0, United-States,0
31.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, Mexico,0
26.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,42.0, United-States,0
37.0, Self-emp-inc,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,50.0, United-States,0
60.0, ?,10.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,40.0, United-States,1
33.0, Private,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,0
38.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
26.0, Private,11.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,35.0, United-States,0
46.0, Self-emp-inc,11.0, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,63.0, Thailand,0
24.0, Private,9.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,35.0, United-States,0
47.0, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,35.0, United-States,1
27.0, Private,10.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,30.0, United-States,0
46.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
47.0, Federal-gov,12.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,0.0,40.0, United-States,1
47.0, Private,9.0, Divorced, Adm-clerical, Unmarried, White, Male,0.0,0.0,40.0, Honduras,0
69.0, Private,9.0, Widowed, Machine-op-inspct, Unmarried, White, Male,2538.0,0.0,40.0, United-States,0
32.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,7298.0,0.0,40.0, United-States,1
51.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States,0
36.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,1
50.0, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,0
29.0, Private,16.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,60.0, India,0
32.0, Private,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,3908.0,0.0,40.0, United-States,0
27.0, Private,6.0, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0.0,0.0,75.0, United-States,0
60.0, Private,4.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,35.0, Cuba,0
31.0, Private,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,0
46.0, Private,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
40.0, Local-gov,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,0
39.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,52.0, United-States,1
69.0, Self-emp-not-inc,4.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States,0
54.0, Self-emp-inc,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
56.0, Private,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
47.0, Federal-gov,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
25.0, Private,12.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,45.0, United-States,0
34.0, Self-emp-not-inc,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States,0
24.0, Self-emp-not-inc,4.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,50.0, United-States,0
63.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,10566.0,0.0,45.0, United-States,0
29.0, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,0
64.0, Private,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,0
44.0, Private,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
26.0, Private,9.0, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,60.0, United-States,0
36.0, Private,6.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
55.0, State-gov,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688.0,0.0,38.0, United-States,1
37.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0.0,0.0,40.0, United-States,1
37.0, Private,6.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,65.0, United-States,0
63.0, Private,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688.0,0.0,36.0, United-States,1
33.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States,0
19.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,10.0, United-States,0
57.0, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0.0,1977.0,40.0, United-States,1
31.0, Private,12.0, Married-civ-spouse, Sales, Husband, White, Male,4386.0,0.0,45.0, United-States,1
20.0, ?,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,30.0, United-States,0
58.0, Local-gov,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,0.0,40.0, United-States,1
20.0, ?,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,20.0, United-States,0
25.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
40.0, Private,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
18.0, Private,7.0, Never-married, Other-service, Own-child, White, Male,1055.0,0.0,20.0, United-States,0
26.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
29.0, Private,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,1
45.0, Local-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,40.0, United-States,0
35.0, State-gov,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,38.0, United-States,0
32.0, Private,10.0, Divorced, Machine-op-inspct, Unmarried, White, Male,0.0,0.0,45.0, United-States,0
61.0, Self-emp-not-inc,9.0, Widowed, Other-service, Other-relative, White, Female,0.0,0.0,40.0, United-States,0
26.0, State-gov,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,15.0, United-States,0
56.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,3103.0,0.0,40.0, United-States,1
22.0, Private,10.0, Married-spouse-absent, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0.0,0.0,39.0, United-States,0
